Student_ID,Class,Section,Month,Monthly_Fee,Amount_Paid,Payment_Status
1528,9,A,March,3008,2551,Unpaid
1529,9,B,April,2879,1060,Unpaid
1529,9,B,May,2879,2879,Paid
1529,9,B,August,2879,584,Unpaid
1529,9,B,September,2879,2409,Unpaid
1529,9,B,October,2879,1723,Unpaid
1529,9,B,November,2879,2503,Unpaid
1529,9,B,December,2879,1008,Unpaid
1529,9,B,January,2879,2879,Paid
1529,9,B,February,2879,2879,Paid
1529,9,B,March,2879,2879,Paid
1530,9,A,April,3325,3325,Paid
1530,9,A,May,3325,2251,Unpaid
1530,9,A,August,3325,3325,Paid
1530,9,A,September,3325,475,Unpaid
1530,9,A,October,3325,965,Unpaid
1530,9,A,November,3325,2487,Unpaid
1530,9,A,December,3325,3325,Paid
1530,9,A,January,3325,3325,Paid
1530,9,A,February,3325,3325,Paid
1530,9,A,March,3325,2008,Unpaid
1531,9,A,April,4963,3758,Unpaid
1531,9,A,May,4963,3835,Unpaid
1531,9,A,August,4963,1812,Unpaid
1531,9,A,September,4963,52,Unpaid
1531,9,A,October,4963,4963,Paid
1531,9,A,November,4963,1117,Unpaid
1531,9,A,December,4963,4963,Paid
1531,9,A,January,4963,4963,Paid
1531,9,A,February,4963,840,Unpaid
1531,9,A,March,4963,4963,Paid
1532,9,A,April,4844,3822,Unpaid
1532,9,A,May,4844,2290,Unpaid
1532,9,A,August,4844,4844,Paid
1532,9,A,September,4844,4844,Paid
1532,9,A,October,4844,1935,Unpaid
1532,9,A,November,4844,4844,Paid
1532,9,A,December,4844,3054,Unpaid
1532,9,A,January,4844,4490,Unpaid
1532,9,A,February,4844,73,Unpaid
1532,9,A,March,4844,4844,Paid
1533,9,B,April,4294,2311,Unpaid
1533,9,B,May,4294,4294,Paid
1533,9,B,August,4294,4294,Paid
1533,9,B,September,4294,708,Unpaid
1533,9,B,October,4294,4294,Paid
1533,9,B,November,4294,4294,Paid
1533,9,B,December,4294,2240,Unpaid
1533,9,B,January,4294,3814,Unpaid
1533,9,B,February,4294,1232,Unpaid
1533,9,B,March,4294,4294,Paid
1534,9,A,April,3855,3855,Paid
1534,9,A,May,3855,3326,Unpaid
1534,9,A,August,3855,3855,Paid
1534,9,A,September,3855,2879,Unpaid
1534,9,A,October,3855,3855,Paid
1534,9,A,November,3855,3481,Unpaid
1534,9,A,December,3855,451,Unpaid
1534,9,A,January,3855,467,Unpaid
1534,9,A,February,3855,1905,Unpaid
1534,9,A,March,3855,1293,Unpaid
1535,9,B,April,3011,935,Unpaid
1535,9,B,May,3011,3011,Paid
1535,9,B,August,3011,3011,Paid
1535,9,B,September,3011,3011,Paid
1535,9,B,October,3011,3011,Paid
1535,9,B,November,3011,3011,Paid
1535,9,B,December,3011,3011,Paid
1535,9,B,January,3011,3011,Paid
1535,9,B,February,3011,468,Unpaid
1535,9,B,March,3011,1430,Unpaid
1536,9,A,April,2478,2478,Paid
1536,9,A,May,2478,2386,Unpaid
1536,9,A,August,2478,2478,Paid
1536,9,A,September,2478,1657,Unpaid
1536,9,A,October,2478,2478,Paid
1536,9,A,November,2478,2478,Paid
1536,9,A,December,2478,2478,Paid
1536,9,A,January,2478,513,Unpaid
1536,9,A,February,2478,2478,Paid
1536,9,A,March,2478,2410,Unpaid
1537,9,B,April,4804,4804,Paid
1537,9,B,May,4804,4102,Unpaid
1537,9,B,August,4804,1450,Unpaid
1537,9,B,September,4804,4124,Unpaid
1537,9,B,October,4804,4742,Unpaid
1537,9,B,November,4804,2590,Unpaid
1537,9,B,December,4804,3069,Unpaid
1537,9,B,January,4804,4028,Unpaid
1537,9,B,February,4804,4804,Paid
1537,9,B,March,4804,4804,Paid
1538,9,B,April,3021,452,Unpaid
1538,9,B,May,3021,3021,Paid
1538,9,B,August,3021,3021,Paid
1538,9,B,September,3021,3021,Paid
1538,9,B,October,3021,1513,Unpaid
1538,9,B,November,3021,1557,Unpaid
1538,9,B,December,3021,3021,Paid
1538,9,B,January,3021,3021,Paid
1538,9,B,February,3021,1377,Unpaid
1538,9,B,March,3021,43,Unpaid
1539,9,B,April,2856,2856,Paid
1539,9,B,May,2856,373,Unpaid
1539,9,B,August,2856,2856,Paid
1539,9,B,September,2856,1823,Unpaid
1539,9,B,October,2856,2856,Paid
1539,9,B,November,2856,1579,Unpaid
1539,9,B,December,2856,2856,Paid
1539,9,B,January,2856,2856,Paid
1539,9,B,February,2856,2449,Unpaid
1539,9,B,March,2856,2856,Paid
1540,9,B,April,4155,4155,Paid
1540,9,B,May,4155,1174,Unpaid
1540,9,B,August,4155,4155,Paid
1540,9,B,September,4155,4155,Paid
1540,9,B,October,4155,4155,Paid
1540,9,B,November,4155,4155,Paid
1540,9,B,December,4155,2411,Unpaid
1540,9,B,January,4155,345,Unpaid
1540,9,B,February,4155,1858,Unpaid
1540,9,B,March,4155,1993,Unpaid
1541,9,A,April,4772,417,Unpaid
1541,9,A,May,4772,4206,Unpaid
1541,9,A,August,4772,2817,Unpaid
1541,9,A,September,4772,3975,Unpaid
1541,9,A,October,4772,4772,Paid
1541,9,A,November,4772,1844,Unpaid
1541,9,A,December,4772,2190,Unpaid
1541,9,A,January,4772,2066,Unpaid
1541,9,A,February,4772,523,Unpaid
1541,9,A,March,4772,4772,Paid
1542,9,B,April,2794,2794,Paid
1542,9,B,May,2794,807,Unpaid
1542,9,B,August,2794,2377,Unpaid
1542,9,B,September,2794,2794,Paid
1542,9,B,October,2794,2794,Paid
1542,9,B,November,2794,2568,Unpaid
1542,9,B,December,2794,1510,Unpaid
1542,9,B,January,2794,2793,Unpaid
1542,9,B,February,2794,522,Unpaid
1542,9,B,March,2794,2794,Paid
1543,9,A,April,3857,3857,Paid
1543,9,A,May,3857,3857,Paid
1543,9,A,August,3857,3857,Paid
1543,9,A,September,3857,2150,Unpaid
1543,9,A,October,3857,1154,Unpaid
1543,9,A,November,3857,3857,Paid
1543,9,A,December,3857,3857,Paid
1543,9,A,January,3857,1710,Unpaid
1543,9,A,February,3857,3857,Paid
1543,9,A,March,3857,3857,Paid
1544,9,A,April,4571,4049,Unpaid
1544,9,A,May,4571,4571,Paid
1544,9,A,August,4571,4571,Paid
1544,9,A,September,4571,3613,Unpaid
1544,9,A,October,4571,3061,Unpaid
1544,9,A,November,4571,4571,Paid
1544,9,A,December,4571,1547,Unpaid
1544,9,A,January,4571,1598,Unpaid
1544,9,A,February,4571,4571,Paid
1544,9,A,March,4571,1748,Unpaid
1545,9,A,April,2339,940,Unpaid
1545,9,A,May,2339,2339,Paid
1545,9,A,August,2339,2339,Paid
1545,9,A,September,2339,2339,Paid
1545,9,A,October,2339,2339,Paid
1545,9,A,November,2339,1020,Unpaid
1545,9,A,December,2339,467,Unpaid
1545,9,A,January,2339,1882,Unpaid
1545,9,A,February,2339,2173,Unpaid
1545,9,A,March,2339,2339,Paid
1546,9,A,April,3316,3316,Paid
1546,9,A,May,3316,2910,Unpaid
1546,9,A,August,3316,3316,Paid
1546,9,A,September,3316,3316,Paid
1546,9,A,October,3316,3316,Paid
1546,9,A,November,3316,2744,Unpaid
1546,9,A,December,3316,3316,Paid
1546,9,A,January,3316,2619,Unpaid
1546,9,A,February,3316,609,Unpaid
1546,9,A,March,3316,3316,Paid
1547,9,B,April,2813,473,Unpaid
1547,9,B,May,2813,2813,Paid
1547,9,B,August,2813,2813,Paid
1547,9,B,September,2813,988,Unpaid
1547,9,B,October,2813,2813,Paid
1547,9,B,November,2813,2327,Unpaid
1547,9,B,December,2813,517,Unpaid
1547,9,B,January,2813,1893,Unpaid
1547,9,B,February,2813,2813,Paid
1547,9,B,March,2813,2813,Paid
1548,9,A,April,4685,4092,Unpaid
1548,9,A,May,4685,4685,Paid
1548,9,A,August,4685,4685,Paid
1548,9,A,September,4685,4685,Paid
1548,9,A,October,4685,4685,Paid
1548,9,A,November,4685,4685,Paid
1548,9,A,December,4685,4685,Paid
1548,9,A,January,4685,3958,Unpaid
1548,9,A,February,4685,3828,Unpaid
1548,9,A,March,4685,431,Unpaid
1549,9,B,April,2682,2682,Paid
1549,9,B,May,2682,2682,Paid
1549,9,B,August,2682,1100,Unpaid
1549,9,B,September,2682,1182,Unpaid
1549,9,B,October,2682,2682,Paid
1549,9,B,November,2682,1009,Unpaid
1549,9,B,December,2682,505,Unpaid
1549,9,B,January,2682,1203,Unpaid
1549,9,B,February,2682,880,Unpaid
1549,9,B,March,2682,542,Unpaid
1550,9,A,April,4496,4496,Paid
1550,9,A,May,4496,4496,Paid
1550,9,A,August,4496,4496,Paid
1550,9,A,September,4496,4496,Paid
1550,9,A,October,4496,2982,Unpaid
1550,9,A,November,4496,4496,Paid
1550,9,A,December,4496,632,Unpaid
1550,9,A,January,4496,4496,Paid
1550,9,A,February,4496,3295,Unpaid
1550,9,A,March,4496,1257,Unpaid
1551,9,B,April,4258,4258,Paid
1551,9,B,May,4258,4258,Paid
1551,9,B,August,4258,1755,Unpaid
1551,9,B,September,4258,4258,Paid
1551,9,B,October,4258,3803,Unpaid
1551,9,B,November,4258,2148,Unpaid
1551,9,B,December,4258,4258,Paid
1551,9,B,January,4258,642,Unpaid
1551,9,B,February,4258,4258,Paid
1551,9,B,March,4258,1141,Unpaid
1552,9,B,April,4264,4264,Paid
1552,9,B,May,4264,4264,Paid
1552,9,B,August,4264,1463,Unpaid
1552,9,B,September,4264,4264,Paid
1552,9,B,October,4264,4264,Paid
1552,9,B,November,4264,926,Unpaid
1552,9,B,December,4264,4264,Paid
1552,9,B,January,4264,4264,Paid
1552,9,B,February,4264,4264,Paid
1552,9,B,March,4264,2540,Unpaid
1553,9,A,April,2624,2624,Paid
1553,9,A,May,2624,2455,Unpaid
1553,9,A,August,2624,2624,Paid
1553,9,A,September,2624,2624,Paid
1553,9,A,October,2624,2111,Unpaid
1553,9,A,November,2624,147,Unpaid
1553,9,A,December,2624,1364,Unpaid
1553,9,A,January,2624,2624,Paid
1553,9,A,February,2624,2624,Paid
1553,9,A,March,2624,1158,Unpaid
1554,9,B,April,3775,3723,Unpaid
1554,9,B,May,3775,3775,Paid
1554,9,B,August,3775,3775,Paid
1554,9,B,September,3775,3775,Paid
1554,9,B,October,3775,2191,Unpaid
1554,9,B,November,3775,2341,Unpaid
1554,9,B,December,3775,3775,Paid
1554,9,B,January,3775,3775,Paid
1554,9,B,February,3775,3208,Unpaid
1554,9,B,March,3775,3775,Paid
1555,10,B,April,3187,3187,Paid
1555,10,B,May,3187,2458,Unpaid
1555,10,B,August,3187,295,Unpaid
1555,10,B,September,3187,2096,Unpaid
1555,10,B,October,3187,2337,Unpaid
1555,10,B,November,3187,3049,Unpaid
1555,10,B,December,3187,2753,Unpaid
1555,10,B,January,3187,3187,Paid
1555,10,B,February,3187,3187,Paid
1555,10,B,March,3187,3187,Paid
1556,10,B,April,3259,3259,Paid
1556,10,B,May,3259,3259,Paid
1556,10,B,August,3259,3259,Paid
1556,10,B,September,3259,3259,Paid
1556,10,B,October,3259,1527,Unpaid
1556,10,B,November,3259,1475,Unpaid
1556,10,B,December,3259,3259,Paid
1556,10,B,January,3259,3259,Paid
1556,10,B,February,3259,2675,Unpaid
1556,10,B,March,3259,3259,Paid
1557,10,B,April,3600,3600,Paid
1557,10,B,May,3600,3600,Paid
1557,10,B,August,3600,3600,Paid
1557,10,B,September,3600,3004,Unpaid
1557,10,B,October,3600,3600,Paid
1557,10,B,November,3600,3600,Paid
1557,10,B,December,3600,3600,Paid
1557,10,B,January,3600,749,Unpaid
1557,10,B,February,3600,3600,Paid
1557,10,B,March,3600,3600,Paid
1558,10,A,April,2425,2425,Paid
1558,10,A,May,2425,2425,Paid
1558,10,A,August,2425,2425,Paid
1558,10,A,September,2425,2425,Paid
1558,10,A,October,2425,2425,Paid
1558,10,A,November,2425,1488,Unpaid
1558,10,A,December,2425,2425,Paid
1558,10,A,January,2425,1477,Unpaid
1558,10,A,February,2425,2425,Paid
1558,10,A,March,2425,1326,Unpaid
1559,10,A,April,2254,598,Unpaid
1559,10,A,May,2254,1010,Unpaid
1559,10,A,August,2254,281,Unpaid
1559,10,A,September,2254,2078,Unpaid
1559,10,A,October,2254,833,Unpaid
1559,10,A,November,2254,2254,Paid
1559,10,A,December,2254,2254,Paid
1559,10,A,January,2254,2254,Paid
1559,10,A,February,2254,2254,Paid
1559,10,A,March,2254,2254,Paid
1560,10,B,April,4381,4381,Paid
1560,10,B,May,4381,4381,Paid
1560,10,B,August,4381,4044,Unpaid
1560,10,B,September,4381,2602,Unpaid
1560,10,B,October,4381,1269,Unpaid
1560,10,B,November,4381,4381,Paid
1560,10,B,December,4381,3711,Unpaid
1560,10,B,January,4381,4381,Paid
1560,10,B,February,4381,2581,Unpaid
1560,10,B,March,4381,17,Unpaid
1561,10,A,April,4272,1784,Unpaid
1561,10,A,May,4272,3284,Unpaid
1561,10,A,August,4272,3180,Unpaid
1561,10,A,September,4272,531,Unpaid
1561,10,A,October,4272,4272,Paid
1561,10,A,November,4272,4272,Paid
1561,10,A,December,4272,4272,Paid
1561,10,A,January,4272,4272,Paid
1561,10,A,February,4272,4272,Paid
1561,10,A,March,4272,4272,Paid
1562,10,A,April,4166,4166,Paid
1562,10,A,May,4166,4166,Paid
1562,10,A,August,4166,4166,Paid
1562,10,A,September,4166,4166,Paid
1562,10,A,October,4166,2236,Unpaid
1562,10,A,November,4166,4166,Paid
1562,10,A,December,4166,4166,Paid
1562,10,A,January,4166,4166,Paid
1562,10,A,February,4166,4166,Paid
1562,10,A,March,4166,1973,Unpaid
1563,10,B,April,4776,702,Unpaid
1563,10,B,May,4776,4430,Unpaid
1563,10,B,August,4776,1368,Unpaid
1563,10,B,September,4776,4776,Paid
1563,10,B,October,4776,4776,Paid
1563,10,B,November,4776,4776,Paid
1563,10,B,December,4776,4776,Paid
1563,10,B,January,4776,4776,Paid
1563,10,B,February,4776,4776,Paid
1563,10,B,March,4776,4776,Paid
1564,10,B,April,3973,3973,Paid
1564,10,B,May,3973,3851,Unpaid
1564,10,B,August,3973,3973,Paid
1564,10,B,September,3973,3304,Unpaid
1564,10,B,October,3973,920,Unpaid
1564,10,B,November,3973,3547,Unpaid
1564,10,B,December,3973,1681,Unpaid
1564,10,B,January,3973,3973,Paid
1564,10,B,February,3973,2745,Unpaid
1564,10,B,March,3973,1604,Unpaid
1565,10,B,April,4416,4416,Paid
1565,10,B,May,4416,4416,Paid
1565,10,B,August,4416,4416,Paid
1565,10,B,September,4416,4416,Paid
1565,10,B,October,4416,4416,Paid
1565,10,B,November,4416,2266,Unpaid
1565,10,B,December,4416,4416,Paid
1565,10,B,January,4416,4416,Paid
1565,10,B,February,4416,4416,Paid
1565,10,B,March,4416,3384,Unpaid
1566,10,B,April,3427,3427,Paid
1566,10,B,May,3427,2229,Unpaid
1566,10,B,August,3427,3427,Paid
1566,10,B,September,3427,3427,Paid
1566,10,B,October,3427,3427,Paid
1566,10,B,November,3427,1548,Unpaid
1566,10,B,December,3427,2838,Unpaid
1566,10,B,January,3427,2222,Unpaid
1566,10,B,February,3427,2052,Unpaid
1566,10,B,March,3427,1409,Unpaid
1567,10,B,April,3033,3033,Paid
1567,10,B,May,3033,2307,Unpaid
1567,10,B,August,3033,218,Unpaid
1567,10,B,September,3033,3033,Paid
1567,10,B,October,3033,3033,Paid
1567,10,B,November,3033,2384,Unpaid
1567,10,B,December,3033,3033,Paid
1567,10,B,January,3033,1792,Unpaid
1567,10,B,February,3033,2900,Unpaid
1567,10,B,March,3033,967,Unpaid
1568,10,B,April,2319,2319,Paid
1568,10,B,May,2319,2319,Paid
1568,10,B,August,2319,1202,Unpaid
1568,10,B,September,2319,2319,Paid
1568,10,B,October,2319,345,Unpaid
1568,10,B,November,2319,535,Unpaid
1568,10,B,December,2319,2319,Paid
1568,10,B,January,2319,2319,Paid
1568,10,B,February,2319,419,Unpaid
1568,10,B,March,2319,2319,Paid
1569,10,B,April,3698,3698,Paid
1569,10,B,May,3698,3191,Unpaid
1569,10,B,August,3698,3342,Unpaid
1569,10,B,September,3698,2625,Unpaid
1569,10,B,October,3698,3698,Paid
1569,10,B,November,3698,3698,Paid
1569,10,B,December,3698,3698,Paid
1569,10,B,January,3698,995,Unpaid
1569,10,B,February,3698,3698,Paid
1569,10,B,March,3698,2690,Unpaid
1570,10,B,April,3845,319,Unpaid
1570,10,B,May,3845,3845,Paid
1570,10,B,August,3845,3845,Paid
1570,10,B,September,3845,3031,Unpaid
1570,10,B,October,3845,279,Unpaid
1570,10,B,November,3845,3845,Paid
1570,10,B,December,3845,1301,Unpaid
1570,10,B,January,3845,3845,Paid
1570,10,B,February,3845,3320,Unpaid
1570,10,B,March,3845,3845,Paid
1571,10,A,April,3215,3215,Paid
1571,10,A,May,3215,3215,Paid
1571,10,A,August,3215,313,Unpaid
1571,10,A,September,3215,1480,Unpaid
1571,10,A,October,3215,3215,Paid
1571,10,A,November,3215,1621,Unpaid
1571,10,A,December,3215,3215,Paid
1571,10,A,January,3215,3215,Paid
1571,10,A,February,3215,1021,Unpaid
1571,10,A,March,3215,897,Unpaid
1572,10,A,April,2571,2571,Paid
1572,10,A,May,2571,1954,Unpaid
1572,10,A,August,2571,2571,Paid
1572,10,A,September,2571,535,Unpaid
1572,10,A,October,2571,2571,Paid
1572,10,A,November,2571,2318,Unpaid
1572,10,A,December,2571,2571,Paid
1572,10,A,January,2571,2571,Paid
1572,10,A,February,2571,191,Unpaid
1572,10,A,March,2571,912,Unpaid
1573,10,A,April,2430,233,Unpaid
1573,10,A,May,2430,2430,Paid
1573,10,A,August,2430,1572,Unpaid
1573,10,A,September,2430,1311,Unpaid
1573,10,A,October,2430,2430,Paid
1573,10,A,November,2430,2430,Paid
1573,10,A,December,2430,2430,Paid
1573,10,A,January,2430,379,Unpaid
1573,10,A,February,2430,2413,Unpaid
1573,10,A,March,2430,2430,Paid
1574,10,B,April,4822,1612,Unpaid
1574,10,B,May,4822,822,Unpaid
1574,10,B,August,4822,4822,Paid
1574,10,B,September,4822,4822,Paid
1574,10,B,October,4822,4822,Paid
1574,10,B,November,4822,4822,Paid
1574,10,B,December,4822,4822,Paid
1574,10,B,January,4822,1994,Unpaid
1574,10,B,February,4822,4822,Paid
1574,10,B,March,4822,4822,Paid
1575,10,B,April,2519,2519,Paid
1575,10,B,May,2519,2519,Paid
1575,10,B,August,2519,1232,Unpaid
1575,10,B,September,2519,2207,Unpaid
1575,10,B,October,2519,2519,Paid
1575,10,B,November,2519,1467,Unpaid
1575,10,B,December,2519,2519,Paid
1575,10,B,January,2519,942,Unpaid
1575,10,B,February,2519,1807,Unpaid
1575,10,B,March,2519,266,Unpaid
1576,10,B,April,4177,4177,Paid
1576,10,B,May,4177,4177,Paid
1576,10,B,August,4177,2235,Unpaid
1576,10,B,September,4177,4177,Paid
1576,10,B,October,4177,2294,Unpaid
1576,10,B,November,4177,3348,Unpaid
1576,10,B,December,4177,4177,Paid
1576,10,B,January,4177,43,Unpaid
1576,10,B,February,4177,4177,Paid
1576,10,B,March,4177,4177,Paid
1577,10,A,April,3758,3758,Paid
1577,10,A,May,3758,434,Unpaid
1577,10,A,August,3758,3758,Paid
1577,10,A,September,3758,3758,Paid
1577,10,A,October,3758,3491,Unpaid
1577,10,A,November,3758,2670,Unpaid
1577,10,A,December,3758,164,Unpaid
1577,10,A,January,3758,1452,Unpaid
1577,10,A,February,3758,3758,Paid
1577,10,A,March,3758,3066,Unpaid
1578,10,A,April,2215,930,Unpaid
1578,10,A,May,2215,600,Unpaid
1578,10,A,August,2215,891,Unpaid
1578,10,A,September,2215,2215,Paid
1578,10,A,October,2215,2215,Paid
1578,10,A,November,2215,2215,Paid
1578,10,A,December,2215,1864,Unpaid
1578,10,A,January,2215,2215,Paid
1578,10,A,February,2215,2215,Paid
1578,10,A,March,2215,2215,Paid
1579,10,A,April,4696,1383,Unpaid
1579,10,A,May,4696,4696,Paid
1579,10,A,August,4696,648,Unpaid
1579,10,A,September,4696,3826,Unpaid
1579,10,A,October,4696,4696,Paid
1579,10,A,November,4696,3762,Unpaid
1579,10,A,December,4696,3074,Unpaid
1579,10,A,January,4696,4696,Paid
1579,10,A,February,4696,4696,Paid
1579,10,A,March,4696,1148,Unpaid
1580,10,B,April,2501,2501,Paid
1580,10,B,May,2501,2501,Paid
1580,10,B,August,2501,2501,Paid
1580,10,B,September,2501,2501,Paid
1580,10,B,October,2501,1245,Unpaid
1580,10,B,November,2501,2501,Paid
1580,10,B,December,2501,685,Unpaid
1580,10,B,January,2501,946,Unpaid
1580,10,B,February,2501,2284,Unpaid
1580,10,B,March,2501,2501,Paid
1581,10,B,April,3237,3237,Paid
1581,10,B,May,3237,3237,Paid
1581,10,B,August,3237,3237,Paid
1581,10,B,September,3237,3237,Paid
1581,10,B,October,3237,2055,Unpaid
1581,10,B,November,3237,3237,Paid
1581,10,B,December,3237,3237,Paid
1581,10,B,January,3237,3166,Unpaid
1581,10,B,February,3237,399,Unpaid
1581,10,B,March,3237,3237,Paid
1582,10,B,April,2533,2533,Paid
1582,10,B,May,2533,1275,Unpaid
1582,10,B,August,2533,2533,Paid
1582,10,B,September,2533,2533,Paid
1582,10,B,October,2533,2533,Paid
1582,10,B,November,2533,2533,Paid
1582,10,B,December,2533,2533,Paid
1582,10,B,January,2533,2533,Paid
1582,10,B,February,2533,2533,Paid
1582,10,B,March,2533,2533,Paid
1583,10,B,April,4790,4790,Paid
1583,10,B,May,4790,4790,Paid
1583,10,B,August,4790,372,Unpaid
1583,10,B,September,4790,2729,Unpaid
1583,10,B,October,4790,4790,Paid
1583,10,B,November,4790,4790,Paid
1583,10,B,December,4790,4790,Paid
1583,10,B,January,4790,4790,Paid
1583,10,B,February,4790,356,Unpaid
1583,10,B,March,4790,4790,Paid
1584,10,B,April,4359,4359,Paid
1584,10,B,May,4359,4359,Paid
1584,10,B,August,4359,4359,Paid
1584,10,B,September,4359,3307,Unpaid
1584,10,B,October,4359,2659,Unpaid
1584,10,B,November,4359,4283,Unpaid
1584,10,B,December,4359,4359,Paid
1584,10,B,January,4359,3033,Unpaid
1584,10,B,February,4359,4359,Paid
1584,10,B,March,4359,825,Unpaid
1585,10,A,April,3738,3738,Paid
1585,10,A,May,3738,466,Unpaid
1585,10,A,August,3738,3711,Unpaid
1585,10,A,September,3738,3738,Paid
1585,10,A,October,3738,3738,Paid
1585,10,A,November,3738,3738,Paid
1585,10,A,December,3738,3738,Paid
1585,10,A,January,3738,416,Unpaid
1585,10,A,February,3738,3738,Paid
1585,10,A,March,3738,1534,Unpaid
1586,10,B,April,4243,4177,Unpaid
1586,10,B,May,4243,1955,Unpaid
1586,10,B,August,4243,4243,Paid
1586,10,B,September,4243,1313,Unpaid
1586,10,B,October,4243,4243,Paid
1586,10,B,November,4243,3076,Unpaid
1586,10,B,December,4243,3771,Unpaid
1586,10,B,January,4243,1253,Unpaid
1586,10,B,February,4243,4243,Paid
1586,10,B,March,4243,1723,Unpaid
1587,10,B,April,4190,999,Unpaid
1587,10,B,May,4190,4190,Paid
1587,10,B,August,4190,4190,Paid
1587,10,B,September,4190,3067,Unpaid
1587,10,B,October,4190,4190,Paid
1587,10,B,November,4190,4190,Paid
1587,10,B,December,4190,3847,Unpaid
1587,10,B,January,4190,200,Unpaid
1587,10,B,February,4190,4190,Paid
1587,10,B,March,4190,4190,Paid
1588,10,A,April,4007,3456,Unpaid
1588,10,A,May,4007,4007,Paid
1588,10,A,August,4007,4007,Paid
1588,10,A,September,4007,4007,Paid
1588,10,A,October,4007,4007,Paid
1588,10,A,November,4007,2791,Unpaid
1588,10,A,December,4007,3863,Unpaid
1588,10,A,January,4007,4007,Paid
1588,10,A,February,4007,1533,Unpaid
1588,10,A,March,4007,2279,Unpaid
1589,10,B,April,4475,273,Unpaid
1589,10,B,May,4475,1190,Unpaid
1589,10,B,August,4475,3180,Unpaid
1589,10,B,September,4475,1754,Unpaid
1589,10,B,October,4475,4475,Paid
1589,10,B,November,4475,4475,Paid
1589,10,B,December,4475,2045,Unpaid
1589,10,B,January,4475,4475,Paid
1589,10,B,February,4475,4475,Paid
1589,10,B,March,4475,2189,Unpaid
1590,10,A,April,2865,1248,Unpaid
1590,10,A,May,2865,2865,Paid
1590,10,A,August,2865,2865,Paid
1590,10,A,September,2865,1251,Unpaid
1590,10,A,October,2865,2865,Paid
1590,10,A,November,2865,2865,Paid
1590,10,A,December,2865,1784,Unpaid
1590,10,A,January,2865,1710,Unpaid
1590,10,A,February,2865,2865,Paid
1590,10,A,March,2865,1258,Unpaid
1591,10,A,April,4934,4934,Paid
1591,10,A,May,4934,268,Unpaid
1591,10,A,August,4934,4934,Paid
1591,10,A,September,4934,4934,Paid
1591,10,A,October,4934,4099,Unpaid
1591,10,A,November,4934,4934,Paid
1591,10,A,December,4934,307,Unpaid
1591,10,A,January,4934,4918,Unpaid
1591,10,A,February,4934,4934,Paid
1591,10,A,March,4934,4934,Paid
1592,10,B,April,3403,3403,Paid
1592,10,B,May,3403,3403,Paid
1592,10,B,August,3403,3021,Unpaid
1592,10,B,September,3403,3403,Paid
1592,10,B,October,3403,538,Unpaid
1592,10,B,November,3403,2701,Unpaid
1592,10,B,December,3403,2980,Unpaid
1592,10,B,January,3403,3403,Paid
1592,10,B,February,3403,3226,Unpaid
1592,10,B,March,3403,3012,Unpaid
1593,10,B,April,2126,2126,Paid
1593,10,B,May,2126,2003,Unpaid
1593,10,B,August,2126,2126,Paid
1593,10,B,September,2126,2126,Paid
1593,10,B,October,2126,2126,Paid
1593,10,B,November,2126,822,Unpaid
1593,10,B,December,2126,648,Unpaid
1593,10,B,January,2126,2126,Paid
1593,10,B,February,2126,312,Unpaid
1593,10,B,March,2126,755,Unpaid
1594,10,A,April,4669,2429,Unpaid
1594,10,A,May,4669,1154,Unpaid
1594,10,A,August,4669,1158,Unpaid
1594,10,A,September,4669,3943,Unpaid
1594,10,A,October,4669,4547,Unpaid
1594,10,A,November,4669,2016,Unpaid
1594,10,A,December,4669,3,Unpaid
1594,10,A,January,4669,4669,Paid
1594,10,A,February,4669,4669,Paid
1594,10,A,March,4669,836,Unpaid
1595,10,A,April,4574,4574,Paid
1595,10,A,May,4574,4574,Paid
1595,10,A,August,4574,4574,Paid
1595,10,A,September,4574,4267,Unpaid
1595,10,A,October,4574,4574,Paid
1595,10,A,November,4574,3756,Unpaid
1595,10,A,December,4574,4574,Paid
1595,10,A,January,4574,4574,Paid
1595,10,A,February,4574,4574,Paid
1595,10,A,March,4574,4574,Paid
1596,10,B,April,3595,3595,Paid
1596,10,B,May,3595,3595,Paid
